report_id,inspection_date,segment_id,issue_type,severity,recommendation,repair_date,inspector_id,inspection_method
RPT-01074,2024-02-19,SEG_009,Third-Party Interference,Major,Repair ASAP,2024-03-05,INS-546,Hydrotest
RPT-01075,2024-02-19,SEG_076,No Issues,None,Routine Maintenance,,INS-408,ILI
RPT-01076,2024-02-19,SEG_066,Coating Damage,Moderate,Repair ASAP,2024-03-18,INS-448,Hydrotest
RPT-01077,2024-02-26,SEG_038,Third-Party Interference,Major,Investigate,2024-03-22,INS-768,Visual
RPT-01078,2024-02-26,SEG_053,Corrosion,Major,Monitor,2024-03-14,INS-798,UT
RPT-01079,2024-02-26,SEG_016,Corrosion,Critical,Monitor,2024-03-19,INS-927,Hydrotest
RPT-01080,2024-02-26,SEG_047,Vegetation Encroachment,Minor,Clear Area,,INS-791,ILI
RPT-01081,2024-02-26,SEG_082,No Issues,None,Routine Maintenance,,INS-629,Visual
RPT-01082,2024-02-26,SEG_061,Mechanical Damage,Critical,Repair ASAP,2024-03-07,INS-344,Hydrotest
RPT-01083,2024-02-26,SEG_031,Coating Damage,Moderate,Repair ASAP,2024-03-11,INS-563,Hydrotest
RPT-01084,2024-02-26,SEG_034,No Issues,None,Routine Maintenance,,INS-276,Visual
RPT-01085,2024-03-04,SEG_019,Mechanical Damage,Major,Immediate Shutdown,2024-04-03,INS-338,ILI
RPT-01086,2024-03-04,SEG_004,Corrosion,Critical,Immediate Shutdown,2024-03-08,INS-428,Hydrotest
RPT-01087,2024-03-04,SEG_071,Third-Party Interference,Moderate,Investigate,,INS-633,ILI
RPT-01088,2024-03-04,SEG_041,Coating Damage,Moderate,Repair ASAP,2024-03-21,INS-722,UT
RPT-01089,2024-03-04,SEG_050,Coating Damage,Minor,Repair ASAP,2024-03-31,INS-205,Visual
RPT-01090,2024-03-04,SEG_033,Coating Damage,Moderate,Repair ASAP,2024-03-06,INS-811,UT
RPT-01091,2024-03-04,SEG_065,No Issues,None,Routine Maintenance,,INS-694,ROW Patrol
RPT-01092,2024-03-04,SEG_063,Vegetation Encroachment,Minor,Clear Area,,INS-724,UT
RPT-01093,2024-03-11,SEG_067,Coating Damage,Moderate,Repair ASAP,2024-03-29,INS-853,UT
RPT-01094,2024-03-11,SEG_019,Coating Damage,Minor,Monitor,,INS-625,Hydrotest
RPT-01095,2024-03-11,SEG_045,Mechanical Damage,Major,Immediate Shutdown,2024-04-09,INS-103,UT
RPT-01096,2024-03-11,SEG_050,No Issues,None,Routine Maintenance,,INS-744,ROW Patrol
RPT-01097,2024-03-11,SEG_073,No Issues,None,Routine Maintenance,,INS-849,Visual
RPT-01098,2024-03-11,SEG_005,Vegetation Encroachment,Minor,Clear Area,,INS-475,ILI
RPT-01099,2024-03-11,SEG_053,Mechanical Damage,Major,Immediate Shutdown,2024-03-29,INS-406,UT
RPT-01100,2024-03-11,SEG_037,No Issues,None,Routine Maintenance,,INS-281,Visual
RPT-01101,2024-03-18,SEG_014,Coating Damage,Minor,Monitor,,INS-519,Hydrotest
RPT-01102,2024-03-18,SEG_012,Third-Party Interference,Moderate,Investigate,,INS-617,UT
RPT-01103,2024-03-18,SEG_047,Vegetation Encroachment,Minor,Clear Area,,INS-823,ILI
RPT-01104,2024-03-18,SEG_085,Mechanical Damage,Major,Repair ASAP,2024-03-20,INS-452,ROW Patrol
RPT-01105,2024-03-18,SEG_052,No Issues,None,Routine Maintenance,,INS-466,Visual
RPT-01106,2024-03-18,SEG_031,Coating Damage,Moderate,Monitor,,INS-437,UT
RPT-01107,2024-03-18,SEG_058,Coating Damage,Moderate,Repair ASAP,2024-04-05,INS-580,ROW Patrol
RPT-01108,2024-03-18,SEG_011,No Issues,None,Routine Maintenance,,INS-657,ILI
RPT-01109,2024-03-23,SEG_003,Coating Damage,Minor,Repair ASAP,2024-04-15,INS-715,UT
RPT-01110,2024-03-25,SEG_058,Mechanical Damage,Major,Immediate Shutdown,2024-04-04,INS-944,UT
RPT-01111,2024-03-25,SEG_007,Coating Damage,Moderate,Repair ASAP,2024-04-09,INS-195,ROW Patrol
RPT-01112,2024-03-25,SEG_057,Vegetation Encroachment,Minor,Clear Area,,INS-237,UT
RPT-01113,2024-03-25,SEG_019,Coating Damage,Minor,Monitor,,INS-176,Visual
RPT-01114,2024-03-25,SEG_077,Vegetation Encroachment,Minor,Monitor,,INS-257,UT
RPT-01115,2024-03-25,SEG_020,Vegetation Encroachment,Minor,Clear Area,,INS-520,ILI
RPT-01116,2024-03-25,SEG_046,Vegetation Encroachment,Minor,Monitor,,INS-777,Hydrotest
RPT-01117,2024-03-25,SEG_000,No Issues,None,Routine Maintenance,,INS-706,ROW Patrol
RPT-01118,2024-04-01,SEG_007,Corrosion,Major,Repair ASAP,2024-04-14,INS-583,Visual
RPT-01119,2024-04-01,SEG_075,No Issues,None,Routine Maintenance,,INS-819,ROW Patrol
RPT-01120,2024-04-01,SEG_022,Third-Party Interference,Major,Repair ASAP,2024-04-08,INS-794,UT
RPT-01121,2024-04-01,SEG_010,Corrosion,Critical,Immediate Shutdown,2024-04-11,INS-404,Hydrotest
RPT-01122,2024-04-01,SEG_026,No Issues,None,Routine Maintenance,,INS-471,ROW Patrol
RPT-01123,2024-04-01,SEG_071,Third-Party Interference,Major,Investigate,2024-04-02,INS-779,UT
RPT-01124,2024-04-01,SEG_013,No Issues,None,Routine Maintenance,,INS-734,ROW Patrol
RPT-01125,2024-04-01,SEG_072,Third-Party Interference,Moderate,Investigate,,INS-123,ILI
RPT-01126,2024-04-08,SEG_072,Mechanical Damage,Major,Immediate Shutdown,2024-05-03,INS-180,ILI
RPT-01127,2024-04-08,SEG_038,No Issues,None,Routine Maintenance,,INS-753,ROW Patrol
RPT-01128,2024-04-08,SEG_067,Mechanical Damage,Critical,Immediate Shutdown,2024-04-09,INS-525,UT
RPT-01129,2024-04-08,SEG_050,Coating Damage,Moderate,Repair ASAP,2024-04-16,INS-758,UT
RPT-01130,2024-04-08,SEG_007,Third-Party Interference,Moderate,Repair ASAP,2024-04-16,INS-889,UT
RPT-01131,2024-04-08,SEG_033,No Issues,None,Routine Maintenance,,INS-662,ILI
RPT-01132,2024-04-08,SEG_001,No Issues,None,Routine Maintenance,,INS-400,ILI
RPT-01133,2024-04-08,SEG_075,Coating Damage,Minor,Repair ASAP,2024-04-19,INS-628,UT
RPT-01134,2024-04-15,SEG_021,No Issues,None,Routine Maintenance,,INS-546,ROW Patrol
RPT-01135,2024-04-15,SEG_028,Coating Damage,Moderate,Repair ASAP,2024-05-08,INS-700,UT
RPT-01136,2024-04-15,SEG_059,Corrosion,Major,Repair ASAP,2024-04-28,INS-241,Hydrotest
RPT-01137,2024-04-15,SEG_084,No Issues,None,Routine Maintenance,,INS-806,ROW Patrol
RPT-01138,2024-04-15,SEG_012,Vegetation Encroachment,Minor,Clear Area,,INS-352,ILI
RPT-01139,2024-04-15,SEG_063,Third-Party Interference,Major,Repair ASAP,2024-05-10,INS-881,ROW Patrol
RPT-01140,2024-04-15,SEG_027,Third-Party Interference,Moderate,Repair ASAP,2024-05-11,INS-324,Hydrotest
RPT-01141,2024-04-15,SEG_068,Third-Party Interference,Major,Repair ASAP,2024-05-04,INS-183,ILI
RPT-01142,2024-04-22,SEG_046,Coating Damage,Moderate,Repair ASAP,2024-05-05,INS-442,ILI
RPT-01143,2024-04-22,SEG_035,No Issues,None,Routine Maintenance,,INS-634,ROW Patrol
RPT-01144,2024-04-22,SEG_010,Vegetation Encroachment,Minor,Monitor,,INS-532,Hydrotest
RPT-01145,2024-04-22,SEG_064,Coating Damage,Moderate,Monitor,,INS-153,UT
RPT-01146,2024-04-22,SEG_065,No Issues,None,Routine Maintenance,,INS-767,Visual
RPT-01147,2024-04-22,SEG_022,No Issues,None,Routine Maintenance,,INS-594,ROW Patrol
RPT-01148,2024-04-22,SEG_027,No Issues,None,Routine Maintenance,,INS-853,ILI
RPT-01149,2024-04-22,SEG_045,Coating Damage,Moderate,Repair ASAP,2024-04-26,INS-384,ILI
RPT-01150,2024-04-25,SEG_076,Third-Party Interference,Moderate,Investigate,,INS-617,UT
RPT-01151,2024-04-29,SEG_035,No Issues,None,Routine Maintenance,,INS-947,ILI
RPT-01152,2024-04-29,SEG_010,No Issues,None,Routine Maintenance,,INS-769,ROW Patrol
RPT-01153,2024-04-29,SEG_059,Corrosion,Minor,Immediate Shutdown,,INS-151,UT
RPT-01154,2024-04-29,SEG_078,No Issues,None,Routine Maintenance,,INS-198,Visual
RPT-01155,2024-04-29,SEG_050,Corrosion,Critical,Repair ASAP,2024-05-06,INS-193,ILI
RPT-01156,2024-04-29,SEG_030,Corrosion,Moderate,Immediate Shutdown,,INS-884,UT
RPT-01157,2024-04-29,SEG_048,Coating Damage,Minor,Repair ASAP,2024-05-13,INS-817,ROW Patrol
RPT-01158,2024-04-29,SEG_070,Third-Party Interference,Moderate,Repair ASAP,2024-05-29,INS-941,Hydrotest
RPT-01159,2024-05-06,SEG_038,Corrosion,Moderate,Monitor,,INS-750,UT
RPT-01160,2024-05-06,SEG_065,Corrosion,Major,Repair ASAP,2024-05-28,INS-816,ROW Patrol
RPT-01161,2024-05-06,SEG_056,Coating Damage,Minor,Monitor,,INS-810,ILI
RPT-01162,2024-05-06,SEG_071,Mechanical Damage,Moderate,Repair ASAP,2024-06-02,INS-339,UT
RPT-01163,2024-05-06,SEG_063,Vegetation Encroachment,Minor,Monitor,,INS-126,Visual
RPT-01164,2024-05-06,SEG_045,No Issues,None,Routine Maintenance,,INS-280,Visual
RPT-01165,2024-05-06,SEG_064,Third-Party Interference,Major,Investigate,2024-06-04,INS-554,UT
RPT-01166,2024-05-06,SEG_033,No Issues,None,Routine Maintenance,,INS-890,Visual
RPT-01167,2024-05-13,SEG_049,Third-Party Interference,Major,Repair ASAP,2024-06-09,INS-650,ILI
RPT-01168,2024-05-13,SEG_074,Third-Party Interference,Moderate,Investigate,,INS-674,ILI
RPT-01169,2024-05-13,SEG_075,No Issues,None,Routine Maintenance,,INS-969,ROW Patrol
RPT-01170,2024-05-13,SEG_070,Third-Party Interference,Major,Repair ASAP,2024-05-21,INS-736,Hydrotest
RPT-01171,2024-05-13,SEG_002,Vegetation Encroachment,Minor,Clear Area,,INS-961,Hydrotest
RPT-01172,2024-05-13,SEG_025,Vegetation Encroachment,Minor,Clear Area,,INS-947,UT
RPT-01173,2024-05-13,SEG_018,No Issues,None,Routine Maintenance,,INS-617,ROW Patrol
RPT-01174,2024-05-13,SEG_084,Coating Damage,Moderate,Monitor,,INS-275,Hydrotest
RPT-01175,2024-05-20,SEG_072,Corrosion,Moderate,Immediate Shutdown,,INS-301,ILI
RPT-01176,2024-05-20,SEG_001,Coating Damage,Moderate,Repair ASAP,2024-05-26,INS-876,UT
RPT-01177,2024-05-20,SEG_019,Coating Damage,Moderate,Repair ASAP,2024-05-22,INS-304,UT
RPT-01178,2024-05-20,SEG_061,Mechanical Damage,Moderate,Immediate Shutdown,,INS-656,Hydrotest
RPT-01179,2024-05-20,SEG_018,No Issues,None,Routine Maintenance,,INS-277,Visual
RPT-01180,2024-05-20,SEG_084,No Issues,None,Routine Maintenance,,INS-355,ROW Patrol
RPT-01181,2024-05-20,SEG_005,Vegetation Encroachment,Minor,Clear Area,,INS-255,Hydrotest
RPT-01182,2024-05-20,SEG_056,Coating Damage,Moderate,Repair ASAP,2024-06-10,INS-627,UT
RPT-01183,2024-05-27,SEG_000,Mechanical Damage,Critical,Immediate Shutdown,2024-06-08,INS-642,Visual
RPT-01184,2024-05-27,SEG_078,Vegetation Encroachment,Minor,Clear Area,,INS-831,ROW Patrol
RPT-01185,2024-05-27,SEG_038,Mechanical Damage,Moderate,Immediate Shutdown,,INS-575,UT
RPT-01186,2024-05-27,SEG_013,No Issues,None,Routine Maintenance,,INS-333,ILI
RPT-01187,2024-05-27,SEG_007,Corrosion,Critical,Repair ASAP,2024-06-02,INS-470,ILI
RPT-01188,2024-05-27,SEG_077,Vegetation Encroachment,Minor,Monitor,,INS-639,Visual
RPT-01189,2024-05-27,SEG_045,Coating Damage,Minor,Repair ASAP,2024-06-07,INS-582,UT
RPT-01190,2024-05-27,SEG_037,Mechanical Damage,Moderate,Immediate Shutdown,,INS-367,UT
RPT-01191,2024-06-03,SEG_034,Third-Party Interference,Major,Investigate,2024-06-16,INS-908,UT
RPT-01192,2024-06-03,SEG_072,Coating Damage,Minor,Repair ASAP,2024-06-21,INS-137,ROW Patrol
RPT-01193,2024-06-03,SEG_013,Coating Damage,Moderate,Repair ASAP,2024-06-22,INS-582,Hydrotest
RPT-01194,2024-06-03,SEG_035,Third-Party Interference,Moderate,Repair ASAP,2024-06-15,INS-992,Visual
RPT-01195,2024-06-03,SEG_052,Third-Party Interference,Moderate,Investigate,,INS-877,Hydrotest
RPT-01196,2024-06-03,SEG_053,No Issues,None,Routine Maintenance,,INS-883,Visual
RPT-01197,2024-06-03,SEG_044,Coating Damage,Moderate,Monitor,,INS-557,ILI
RPT-01198,2024-06-03,SEG_064,Third-Party Interference,Moderate,Investigate,,INS-330,UT
RPT-01199,2024-06-10,SEG_047,Corrosion,Minor,Immediate Shutdown,,INS-223,ILI
RPT-01200,2024-06-10,SEG_016,Coating Damage,Moderate,Repair ASAP,2024-07-04,INS-448,ILI
RPT-01201,2024-06-10,SEG_018,Corrosion,Critical,Immediate Shutdown,2024-07-01,INS-426,ILI
RPT-01202,2024-06-10,SEG_053,Corrosion,Moderate,Immediate Shutdown,,INS-211,UT
RPT-01203,2024-06-10,SEG_040,No Issues,None,Routine Maintenance,,INS-592,ROW Patrol
RPT-01204,2024-06-10,SEG_056,Vegetation Encroachment,Minor,Monitor,,INS-508,Hydrotest
RPT-01205,2024-06-10,SEG_007,Corrosion,Major,Monitor,2024-06-16,INS-110,Visual
RPT-01206,2024-06-10,SEG_058,Third-Party Interference,Moderate,Investigate,,INS-245,UT
RPT-01207,2024-06-17,SEG_031,Mechanical Damage,Moderate,Immediate Shutdown,,INS-780,UT
RPT-01208,2024-06-17,SEG_081,No Issues,None,Routine Maintenance,,INS-234,ROW Patrol
RPT-01209,2024-06-17,SEG_084,Third-Party Interference,Moderate,Investigate,,INS-312,Visual
RPT-01210,2024-06-17,SEG_080,Third-Party Interference,Moderate,Repair ASAP,2024-07-06,INS-232,ILI
RPT-01211,2024-06-17,SEG_077,No Issues,None,Routine Maintenance,,INS-334,Visual
RPT-01212,2024-06-17,SEG_049,No Issues,None,Routine Maintenance,,INS-976,Visual
RPT-01213,2024-06-17,SEG_072,Coating Damage,Minor,Repair ASAP,2024-07-11,INS-234,ROW Patrol
RPT-01214,2024-06-17,SEG_035,No Issues,None,Routine Maintenance,,INS-777,Visual
RPT-01215,2024-06-24,SEG_004,No Issues,None,Routine Maintenance,,INS-670,ILI
RPT-01216,2024-06-24,SEG_053,No Issues,None,Routine Maintenance,,INS-535,ROW Patrol
RPT-01217,2024-06-24,SEG_010,No Issues,None,Routine Maintenance,,INS-955,ROW Patrol
RPT-01218,2024-06-24,SEG_079,Mechanical Damage,Critical,Repair ASAP,2024-07-24,INS-752,Hydrotest
RPT-01219,2024-06-24,SEG_016,No Issues,None,Routine Maintenance,,INS-417,Visual
RPT-01220,2024-06-24,SEG_060,Mechanical Damage,Moderate,Repair ASAP,2024-07-01,INS-138,ILI
RPT-01221,2024-06-24,SEG_043,No Issues,None,Routine Maintenance,,INS-887,Visual
RPT-01222,2024-06-24,SEG_075,Third-Party Interference,Major,Repair ASAP,2024-06-25,INS-886,ILI
RPT-01223,2024-07-01,SEG_058,No Issues,None,Routine Maintenance,,INS-658,ROW Patrol
RPT-01224,2024-07-01,SEG_025,Third-Party Interference,Major,Investigate,2024-07-30,INS-716,Hydrotest
RPT-01225,2024-07-01,SEG_060,Corrosion,Major,Repair ASAP,2024-07-27,INS-653,ROW Patrol
RPT-01226,2024-07-01,SEG_053,Third-Party Interference,Major,Repair ASAP,2024-07-17,INS-287,ILI
RPT-01227,2024-07-01,SEG_066,No Issues,None,Routine Maintenance,,INS-632,Visual
RPT-01228,2024-07-01,SEG_063,Coating Damage,Moderate,Repair ASAP,2024-07-30,INS-779,ILI
RPT-01229,2024-07-01,SEG_046,Third-Party Interference,Moderate,Repair ASAP,2024-07-23,INS-903,Hydrotest
RPT-01230,2024-07-01,SEG_007,Mechanical Damage,Critical,Immediate Shutdown,2024-07-26,INS-573,UT
RPT-01231,2024-07-03,SEG_000,Third-Party Interference,Major,Repair ASAP,2024-07-11,INS-723,ILI
RPT-01232,2024-07-29,SEG_001,Coating Damage,Moderate,Repair ASAP,2024-08-11,INS-887,ILI
RPT-01233,2024-07-07,SEG_002,Mechanical Damage,Major,Immediate Shutdown,2024-07-23,INS-289,ILI
RPT-01234,2024-07-25,SEG_003,Coating Damage,Moderate,Repair ASAP,2024-08-03,INS-229,ILI
RPT-01235,2024-07-01,SEG_004,Vegetation Encroachment,Minor,Clear Area,,INS-264,ILI
RPT-01236,2024-07-29,SEG_005,Third-Party Interference,Major,Investigate,2024-08-28,INS-631,ILI
RPT-01237,2024-07-17,SEG_006,No Issues,None,Routine Maintenance,,INS-477,ILI
RPT-01238,2024-07-13,SEG_007,Corrosion,Minor,Immediate Shutdown,,INS-340,ILI
RPT-01239,2024-07-16,SEG_008,Vegetation Encroachment,Minor,Monitor,,INS-391,ILI
RPT-01240,2024-07-04,SEG_009,Corrosion,Minor,Repair ASAP,2024-07-13,INS-910,ILI
RPT-01241,2024-07-06,SEG_010,No Issues,None,Routine Maintenance,,INS-706,ILI
RPT-01242,2024-07-27,SEG_011,Third-Party Interference,Major,Repair ASAP,2024-07-28,INS-406,ILI
RPT-01243,2024-07-31,SEG_012,Mechanical Damage,Critical,Immediate Shutdown,2024-08-17,INS-717,ILI
RPT-01244,2024-07-12,SEG_013,Vegetation Encroachment,Minor,Clear Area,,INS-551,ILI
RPT-01245,2024-07-06,SEG_014,Corrosion,Major,Repair ASAP,2024-07-28,INS-878,ILI
RPT-01246,2024-07-11,SEG_015,Coating Damage,Moderate,Monitor,,INS-918,ILI
RPT-01247,2024-07-14,SEG_016,Mechanical Damage,Moderate,Immediate Shutdown,,INS-915,ILI
RPT-01248,2024-07-29,SEG_017,Coating Damage,Minor,Repair ASAP,2024-08-27,INS-568,ILI
RPT-01249,2024-07-31,SEG_018,Third-Party Interference,Moderate,Repair ASAP,2024-08-10,INS-187,ILI
RPT-01250,2024-07-23,SEG_019,Third-Party Interference,Moderate,Repair ASAP,2024-07-29,INS-857,ILI
RPT-01251,2024-07-25,SEG_020,Mechanical Damage,Critical,Immediate Shutdown,2024-07-26,INS-838,ILI
RPT-01252,2024-07-30,SEG_021,Third-Party Interference,Moderate,Repair ASAP,2024-08-10,INS-898,ILI
RPT-01253,2024-07-07,SEG_022,Vegetation Encroachment,Minor,Monitor,,INS-750,ILI
RPT-01254,2024-07-26,SEG_023,Vegetation Encroachment,Minor,Clear Area,,INS-742,ILI
RPT-01255,2024-07-20,SEG_024,Vegetation Encroachment,Minor,Clear Area,,INS-388,ILI
RPT-01256,2024-07-30,SEG_025,Third-Party Interference,Moderate,Investigate,,INS-459,ILI
RPT-01257,2024-07-20,SEG_026,Vegetation Encroachment,Minor,Clear Area,,INS-937,ILI
RPT-01258,2024-07-30,SEG_027,No Issues,None,Routine Maintenance,,INS-971,ILI
RPT-01259,2024-07-09,SEG_028,Coating Damage,Moderate,Monitor,,INS-390,ILI
RPT-01260,2024-07-31,SEG_029,Coating Damage,Moderate,Repair ASAP,2024-08-24,INS-207,ILI
RPT-01261,2024-07-30,SEG_030,Coating Damage,Minor,Repair ASAP,2024-08-01,INS-924,ILI
RPT-01262,2024-07-31,SEG_031,Coating Damage,Moderate,Monitor,,INS-358,ILI
RPT-01263,2024-07-31,SEG_032,Coating Damage,Minor,Monitor,,INS-315,ILI
RPT-01264,2024-07-04,SEG_033,Coating Damage,Minor,Monitor,,INS-532,ILI
RPT-01265,2024-07-23,SEG_034,Mechanical Damage,Moderate,Repair ASAP,2024-08-20,INS-512,ILI
RPT-01266,2024-07-09,SEG_035,Mechanical Damage,Moderate,Repair ASAP,2024-08-05,INS-268,ILI
RPT-01267,2024-07-01,SEG_036,Coating Damage,Moderate,Monitor,,INS-447,ILI
RPT-01268,2024-07-10,SEG_037,Mechanical Damage,Moderate,Immediate Shutdown,,INS-491,ILI
RPT-01269,2024-07-22,SEG_038,Corrosion,Minor,Monitor,,INS-705,ILI
RPT-01270,2024-07-10,SEG_039,Vegetation Encroachment,Minor,Clear Area,,INS-596,ILI
RPT-01271,2024-07-30,SEG_040,Corrosion,Major,Immediate Shutdown,2024-08-06,INS-752,ILI
RPT-01272,2024-07-03,SEG_041,Corrosion,Moderate,Immediate Shutdown,,INS-151,ILI
RPT-01273,2024-07-17,SEG_042,Vegetation Encroachment,Minor,Monitor,,INS-738,ILI
RPT-01274,2024-07-14,SEG_043,Vegetation Encroachment,Minor,Monitor,,INS-529,ILI
RPT-01275,2024-07-11,SEG_044,Corrosion,Moderate,Immediate Shutdown,,INS-491,ILI
RPT-01276,2024-07-24,SEG_045,Third-Party Interference,Moderate,Investigate,,INS-833,ILI
RPT-01277,2024-07-11,SEG_046,Corrosion,Minor,Monitor,,INS-990,ILI
RPT-01278,2024-07-02,SEG_047,Mechanical Damage,Moderate,Repair ASAP,2024-07-21,INS-872,ILI
RPT-01279,2024-07-15,SEG_048,Vegetation Encroachment,Minor,Clear Area,,INS-736,ILI
RPT-01280,2024-07-18,SEG_049,Mechanical Damage,Major,Repair ASAP,2024-07-25,INS-854,ILI
RPT-01281,2024-07-27,SEG_050,Coating Damage,Moderate,Monitor,,INS-657,ILI
RPT-01282,2024-07-14,SEG_051,No Issues,None,Routine Maintenance,,INS-579,ILI
RPT-01283,2024-07-02,SEG_052,Corrosion,Major,Immediate Shutdown,2024-07-06,INS-498,ILI
RPT-01284,2024-07-06,SEG_053,Vegetation Encroachment,Minor,Monitor,,INS-837,ILI
RPT-01285,2024-07-11,SEG_054,Mechanical Damage,Critical,Repair ASAP,2024-07-20,INS-260,ILI
RPT-01286,2024-07-31,SEG_055,Vegetation Encroachment,Minor,Monitor,,INS-348,ILI
RPT-01287,2024-07-17,SEG_056,No Issues,None,Routine Maintenance,,INS-806,ILI
RPT-01288,2024-07-21,SEG_057,No Issues,None,Routine Maintenance,,INS-300,ILI
RPT-01289,2024-07-11,SEG_058,No Issues,None,Routine Maintenance,,INS-881,ILI
RPT-01290,2024-07-18,SEG_059,Coating Damage,Minor,Repair ASAP,2024-08-04,INS-655,ILI
RPT-01291,2024-07-04,SEG_060,Third-Party Interference,Major,Repair ASAP,2024-07-30,INS-698,ILI
RPT-01292,2024-07-10,SEG_061,Third-Party Interference,Major,Repair ASAP,2024-07-30,INS-168,ILI
RPT-01293,2024-07-19,SEG_062,Mechanical Damage,Critical,Repair ASAP,2024-07-23,INS-719,ILI
RPT-01294,2024-07-26,SEG_063,Mechanical Damage,Critical,Repair ASAP,2024-08-07,INS-534,ILI
RPT-01295,2024-07-09,SEG_064,Corrosion,Minor,Monitor,,INS-641,ILI
RPT-01296,2024-07-04,SEG_065,Corrosion,Critical,Repair ASAP,2024-07-13,INS-743,ILI
RPT-01297,2024-07-22,SEG_066,Vegetation Encroachment,Minor,Monitor,,INS-695,ILI
RPT-01298,2024-07-02,SEG_067,Vegetation Encroachment,Minor,Monitor,,INS-912,ILI
RPT-01299,2024-07-13,SEG_068,Mechanical Damage,Critical,Repair ASAP,2024-08-01,INS-279,ILI
RPT-01300,2024-07-26,SEG_069,Coating Damage,Minor,Repair ASAP,2024-08-03,INS-963,ILI
RPT-01301,2024-07-27,SEG_070,Coating Damage,Minor,Repair ASAP,2024-08-21,INS-264,ILI
RPT-01302,2024-07-30,SEG_071,Corrosion,Major,Repair ASAP,2024-08-17,INS-624,ILI
RPT-01303,2024-07-06,SEG_072,Coating Damage,Minor,Monitor,,INS-510,ILI
RPT-01304,2024-07-03,SEG_073,Third-Party Interference,Moderate,Investigate,,INS-937,ILI
RPT-01305,2024-07-11,SEG_074,Third-Party Interference,Major,Repair ASAP,2024-07-12,INS-221,ILI
RPT-01306,2024-07-14,SEG_075,Corrosion,Moderate,Monitor,,INS-200,ILI
RPT-01307,2024-07-22,SEG_076,Mechanical Damage,Moderate,Repair ASAP,2024-08-03,INS-581,ILI
RPT-01308,2024-07-27,SEG_077,Vegetation Encroachment,Minor,Clear Area,,INS-582,ILI
RPT-01309,2024-07-09,SEG_078,Mechanical Damage,Critical,Repair ASAP,2024-07-10,INS-444,ILI
RPT-01310,2024-07-01,SEG_079,Corrosion,Critical,Monitor,2024-07-03,INS-841,ILI
RPT-01311,2024-07-11,SEG_080,No Issues,None,Routine Maintenance,,INS-720,ILI
RPT-01312,2024-07-04,SEG_081,Third-Party Interference,Moderate,Investigate,,INS-916,ILI
RPT-01313,2024-07-12,SEG_082,Mechanical Damage,Critical,Immediate Shutdown,2024-08-08,INS-932,ILI
RPT-01314,2024-07-09,SEG_083,Mechanical Damage,Critical,Immediate Shutdown,2024-08-01,INS-319,ILI
RPT-01315,2024-07-23,SEG_084,Vegetation Encroachment,Minor,Monitor,,INS-933,ILI
RPT-01316,2024-07-08,SEG_085,Coating Damage,Moderate,Repair ASAP,2024-07-12,INS-938,ILI
RPT-01317,2024-07-08,SEG_070,No Issues,None,Routine Maintenance,,INS-958,Visual
RPT-01318,2024-07-08,SEG_013,Vegetation Encroachment,Minor,Monitor,,INS-185,Hydrotest
RPT-01319,2024-07-08,SEG_043,Mechanical Damage,Moderate,Immediate Shutdown,,INS-901,UT
RPT-01320,2024-07-08,SEG_073,No Issues,None,Routine Maintenance,,INS-298,ILI
RPT-01321,2024-07-08,SEG_019,Third-Party Interference,Major,Repair ASAP,2024-07-16,INS-758,Visual
RPT-01322,2024-07-08,SEG_026,Mechanical Damage,Critical,Immediate Shutdown,2024-07-17,INS-145,ILI
RPT-01323,2024-07-08,SEG_071,Corrosion,Major,Immediate Shutdown,2024-07-19,INS-456,ILI
RPT-01324,2024-07-08,SEG_021,Vegetation Encroachment,Minor,Monitor,,INS-577,ILI
RPT-01325,2024-07-15,SEG_052,Mechanical Damage,Critical,Immediate Shutdown,2024-08-11,INS-858,UT
RPT-01326,2024-07-15,SEG_002,Third-Party Interference,Major,Investigate,2024-07-22,INS-677,Hydrotest
RPT-01327,2024-07-15,SEG_047,Vegetation Encroachment,Minor,Monitor,,INS-740,ILI
RPT-01328,2024-07-15,SEG_025,No Issues,None,Routine Maintenance,,INS-471,ILI
RPT-01329,2024-07-15,SEG_007,Vegetation Encroachment,Minor,Monitor,,INS-981,Visual
RPT-01330,2024-07-15,SEG_027,Vegetation Encroachment,Minor,Clear Area,,INS-442,Hydrotest
RPT-01331,2024-07-15,SEG_032,No Issues,None,Routine Maintenance,,INS-740,ILI
RPT-01332,2024-07-15,SEG_076,No Issues,None,Routine Maintenance,,INS-249,Visual
RPT-01333,2024-07-22,SEG_069,No Issues,None,Routine Maintenance,,INS-366,Visual
RPT-01334,2024-07-22,SEG_054,No Issues,None,Routine Maintenance,,INS-576,ILI
RPT-01335,2024-07-22,SEG_074,Third-Party Interference,Major,Repair ASAP,2024-08-10,INS-597,ILI
RPT-01336,2024-07-22,SEG_000,No Issues,None,Routine Maintenance,,INS-161,ROW Patrol
RPT-01337,2024-07-22,SEG_048,Mechanical Damage,Moderate,Immediate Shutdown,,INS-750,ROW Patrol
RPT-01338,2024-07-22,SEG_052,Vegetation Encroachment,Minor,Clear Area,,INS-943,Hydrotest
RPT-01339,2024-07-22,SEG_046,Mechanical Damage,Major,Repair ASAP,2024-08-13,INS-709,UT
RPT-01340,2024-07-22,SEG_081,Corrosion,Moderate,Immediate Shutdown,,INS-667,Hydrotest
